Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C054,Telecommunications,Knowledge,K0136,"Knowledge of the capabilities of different electronic communication systems and methods (e.g., e-mail, VOIP, IM, web forums, Direct Video Broadcasts)."
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C054,Telecommunications,Knowledge,K0138,Knowledge of Wi-Fi.
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C054,Telecommunications,Knowledge,K0159,Knowledge of Voice over IP (VoIP).
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C054,Telecommunications,Knowledge,K0274,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. "
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C054,Telecommunications,Knowledge,K0269,Knowledge of mobile communications architecture.
Information Technology,Operate and Maintain (OM),Systems Administration (ADM),System Administrator (OM-ADM-001),CG01,Technical,C054,Telecommunications,Knowledge,K0274,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. "
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Information Technology,Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Information Technology,Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),CG02,Operational,C056,Third Party Oversight/Acquisition Management,Knowledge,K0164,"Knowledge of functionality, quality, and security requirements and how these will apply to specific items of supply (i.e., elements and processes)."
Information Technology,Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),CG01,Technical,C055,Threat Analysis,Skill,S0088,"Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump)."
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0171,Knowledge of hardware reverse engineering techniques.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0175,Knowledge of software reverse engineering techniques.
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C055,Threat Analysis,Skill,S0022,Skill in designing countermeasures to identified security risks.
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0297,Knowledge of countermeasure design for identified security risks.
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C055,Threat Analysis,Skill,S0022,Skill in designing countermeasures to identified security risks.
Information Technology,Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Data Administration (DTA),Data Analyst (OM-DTA-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Data Administration (DTA),Database Administrator (OM-DTA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Systems Architecture (ARC),Enterprise Architect (SP-ARC-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
Information Technology,Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Operate and Maintain (OM),Knowledge Management (KMG),Knowledge Manager (OM-KMG-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0009,Knowledge of application vulnerabilities.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0272,Knowledge of network analysis tools used to identify software communications vulnerabilities.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0310,Knowledge of hacking methodologies.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0314,Knowledge of industry technologies’ potential cybersecurity vulnerabilities.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0001,Ability to identify systemic security issues based on the analysis of vulnerability and configuration data.
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Operate and Maintain (OM),Systems Administration (ADM),System Administrator (OM-ADM-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Systems Administration (ADM),System Administrator (OM-ADM-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Test and Evaluation (TST),System Test & Evaluation Specialist (SP-TST-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Securely Provision (SP),Systems Development (SYS),Systems Developer (SP-SYS-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0036,Skill in evaluating the adequacy of security designs.
Information Technology,Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Securely Provision (SP),Systems Requirements Planning (SRP),Systems Requirements Planner (SP-SRP-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Operate and Maintain (OM),Customer Service and Technical Support (STS),Technical Support Specialist (OM-STS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Information Technology,Operate and Maintain (OM),Customer Service and Technical Support (STS),Technical Support Specialist (OM-STS-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Information Technology,Operate and Maintain (OM),Network Services (NET),Network Operations Specialist (OM-NET-001),CG01,Technical,C058,Web Technology,Knowledge,K0135,Knowledge of web filtering technologies.
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG01,Technical,C058,Web Technology,Knowledge,K0176,Knowledge of Extensible Markup Language (XML) schemas.
Information Technology,Securely Provision (SP),Software Development (DEV),Software Developer (SP-DEV-001),CG01,Technical,C058,Web Technology,Knowledge,K0105,"Knowledge of web services (e.g., service-oriented architecture, Simple Object Access Protocol, and web service description language)."
Information Technology,Securely Provision (SP),Technology R&D (TRD),Research and Development Specialist (SP-TRD-001),CG03,Professional,C060,Written Communication,Ability,A0019,Ability to produce technical documentation.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C001,Asset / Inventory Management,Knowledge,K0361,"Knowledge of asset availability, capabilities and limitations."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C001,Asset / Inventory Management,Skill,S0304,"Skill to access information on current assets available, usage."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C001,Asset / Inventory Management,Knowledge,K0361,"Knowledge of asset availability, capabilities and limitations."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C001,Asset / Inventory Management,Skill,S0304,"Skill to access information on current assets available, usage."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG02,Operational,C002,Business Continuity,Knowledge,K0353,Knowledge of possible circumstances that would result in changing collection management authorities.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG02,Operational,C002,Business Continuity,Knowledge,K0584,Knowledge of the organizational policies/procedures for temporary transfer of collection authority.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG02,Operational,C002,Business Continuity,Knowledge,K0353,Knowledge of possible circumstances that would result in changing collection management authorities.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG02,Operational,C002,Business Continuity,Knowledge,K0584,Knowledge of the organizational policies/procedures for temporary transfer of collection authority.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG02,Operational,C002,Business Continuity,Skill,S0186,Skill in applying crisis planning procedures.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG02,Operational,C003,Client Relationship Management,Skill,S0343,"Skill to orchestrate intelligence planning teams, coordinate collection and production support, and monitor status."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG02,Operational,C003,Client Relationship Management,Skill,S0244,"Skill in managing client relationships, including determining client needs/requirements, managing client expectations, and demonstrating commitment to delivering quality results."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Knowledge,K0448,Knowledge of how to establish priorities for resources.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Knowledge,K0601,Knowledge of the systems/architecture/communications used for coordination.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Knowledge,K0605,"Knowledge of tipping, cueing, mixing, and redundancy."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0311,"Skill to apply the capabilities, limitations and tasking methodologies of available platforms, sensors, architectures and apparatus as they apply to organization objectives."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0313,"Skill to articulate a needs statement/requirement and integrate new and emerging collection capabilities, accesses and/or processes into collection operations."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0324,Skill to determine feasibility of collection.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0327,Skill to ensure that the collection strategy leverages all available resources. 
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0330,"Skill to evaluate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities. "
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0334,"Skill to identify and apply tasking, collection, processing, exploitation and dissemination to associated collection disciplines. "
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0336,Skill to identify when priority information requirements are satisfied.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0339,"Skill to interpret readiness reporting, its operational relevance and intelligence collection impact."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0347,Skill to review performance specifications and historical information about collection assets.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0351,"Skill to translate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Skill,S0352,Skill to use collaborative tools and environments for collection operations.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C004,Collection Operations,Ability,A0079,Ability to correctly employ each organization or element into the collection plan and matrix.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Knowledge,K0448,Knowledge of how to establish priorities for resources.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Knowledge,K0568,Knowledge of the definition of collection management and collection management authority.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Knowledge,K0605,"Knowledge of tipping, cueing, mixing, and redundancy."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0327,Skill to ensure that the collection strategy leverages all available resources. 
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0330,"Skill to evaluate the capabilities, limitations and tasking methodologies of organic, theater, national, coalition and other collection capabilities. "
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0334,"Skill to identify and apply tasking, collection, processing, exploitation and dissemination to associated collection disciplines. "
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0336,Skill to identify when priority information requirements are satisfied.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0339,"Skill to interpret readiness reporting, its operational relevance and intelligence collection impact."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0347,Skill to review performance specifications and historical information about collection assets.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0352,Skill to use collaborative tools and environments for collection operations.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0337,Skill to implement established procedures for evaluating collection management and operations activities.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0346,Skill to resolve conflicting collection requirements.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0348,Skill to specify collections and/or taskings that must be conducted in the near term.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C004,Collection Operations,Skill,S0353,Skill to use systems and/or tools to track collection requirements and determine if they are satisfied.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C005,Computer Forensics,Knowledge,K0449,"Knowledge of how to extract, analyze, and use metadata."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C005,Computer Forensics,Knowledge,K0449,"Knowledge of how to extract, analyze, and use metadata."
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C005,Computer Forensics,Knowledge,K0449,"Knowledge of how to extract, analyze, and use metadata."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0405,Knowledge of current computer-based intrusion sets.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0412,Knowledge of cyber lexicon/terminology
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C007,Computer Network Defense,Knowledge,K0412,Knowledge of cyber lexicon/terminology
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C007,Computer Network Defense,Knowledge,K0587,"Knowledge of the POC’s, databases, tools and applications necessary to establish environment preparation and surveillance products."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0405,Knowledge of current computer-based intrusion sets.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0507,Knowledge of organization or partner exploitation of digital networks.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0405,Knowledge of current computer-based intrusion sets.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0408,"Knowledge of cyber actions (i.e. cyber defense, information gathering, environment preparation, cyber-attack) principles, capabilities, limitations, and effects."
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0440,Knowledge of host-based security products and how those products affect exploitation and reduce vulnerability.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0507,Knowledge of organization or partner exploitation of digital networks.
Intel (Cyber),Analyze (AN),Language Analysis (LNG),Multi-Disciplined Language Analyst (AN-LNG-001),CG01,Technical,C007,Computer Network Defense,Knowledge,K0493,"Knowledge of obfuscation techniques (e.g., TOR/Onion/anonymizers, VPN/VPS, encryption)."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG01,Technical,C008,Computers and Electronics,Knowledge,K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage)."
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG01,Technical,C008,Computers and Electronics,Knowledge,K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage)."
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG01,Technical,C008,Computers and Electronics,Knowledge,K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage)."
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG01,Technical,C008,Computers and Electronics,Knowledge,K0109,"Knowledge of physical computer components and architectures, including the functions of various components and peripherals (e.g., CPUs, Network Interface Cards, data storage)."
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C009,Conflict Management,Knowledge,K0422,Knowledge of deconfliction processes and procedures.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Manager (CO-CLO-001),CG03,Professional,C011,Critical Thinking,Ability,A0070,Ability to apply critical reading/thinking skills.
Intel (Cyber),Collect and Operate (CO),Collection Operations (CLO),All Source-Collection Requirements Manager (CO-CLO-002),CG03,Professional,C011,Critical Thinking,Ability,A0070,Ability to apply critical reading/thinking skills.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG03,Professional,C011,Critical Thinking,Ability,A0085,Ability to exercise judgment when policies are not well-defined.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG03,Professional,C011,Critical Thinking,Ability,A0087,Ability to focus research efforts to meet the customer’s decision-making needs.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG03,Professional,C011,Critical Thinking,Ability,A0101,Ability to recognize and mitigate cognitive biases which may affect analysis.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG03,Professional,C011,Critical Thinking,Ability,A0106,Ability to think critically.
Intel (Cyber),Analyze (AN),All-Source Analysis (ASA),All-Source Analyst (AN-ASA-001),CG03,Professional,C011,Critical Thinking,Ability,A0108,Ability to understand objectives and effects.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C011,Critical Thinking,Skill,S0309,Skill to anticipate key target or threat activities which are likely to prompt a leadership decision.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C011,Critical Thinking,Skill,S0318,Skill to conceptualize the entirety of the intelligence process in the multiple domains and dimensions.
Intel (Cyber),Collect and Operate (CO),Cyber Operational Planning (OPL),Cyber Intel Planner (CO-OPL-001),CG03,Professional,C011,Critical Thinking,Ability,A0070,Ability to apply critical reading/thinking skills.
